# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animale și articole pentru animale de companie
gid://shopify/TaxonomyCategory/hg-9-6            : Casă și grădină > Electrocasnice > Tastaturi numerice și telecomenzi pentru uși de garaj
gid://shopify/TaxonomyCategory/hg-9-6-1          : Casă și grădină > Electrocasnice > Tastaturi numerice și telecomenzi pentru uși de garaj > Tastaturi numerice pentru uși de garaj
gid://shopify/TaxonomyCategory/hg-9-6-2          : Casă și grădină > Electrocasnice > Tastaturi numerice și telecomenzi pentru uși de garaj > Telecomenzi pentru uși de garaj
gid://shopify/TaxonomyCategory/hg-9-7            : Casă și grădină > Electrocasnice > Dispozitive pentru deschiderea ușilor de garaj
gid://shopify/TaxonomyCategory/hg-9-8            : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe
gid://shopify/TaxonomyCategory/hg-9-8-1          : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Uscătoare
gid://shopify/TaxonomyCategory/hg-9-8-2          : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Aparate de călcat cu aburi
gid://shopify/TaxonomyCategory/hg-9-8-3          : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Fiare de călcat și sisteme de călcat
gid://shopify/TaxonomyCategory/hg-9-8-3-1        : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Fiare de călcat și sisteme de călcat > Sisteme de călcat
gid://shopify/TaxonomyCategory/hg-9-8-3-2        : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Fiare de călcat și sisteme de călcat > Fiare de călcat
gid://shopify/TaxonomyCategory/hg-9-8-4          : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Aparate combinate pentru spălat rufe
gid://shopify/TaxonomyCategory/hg-9-8-4-1        : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Aparate combinate pentru spălat rufe > Mașini de spălat cu uscător all-in-one
gid://shopify/TaxonomyCategory/hg-9-8-4-2        : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Aparate combinate pentru spălat rufe > Mașini de spălat portabile cu uscător
gid://shopify/TaxonomyCategory/hg-9-8-4-3        : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Aparate combinate pentru spălat rufe > Mașini de spălat și uscătoare superpozabile
gid://shopify/TaxonomyCategory/hg-9-8-4-4        : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Aparate combinate pentru spălat rufe > Unități combinate mașină de spălat/uscător
gid://shopify/TaxonomyCategory/hg-9-8-5          : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Prese de călcat cu aburi
gid://shopify/TaxonomyCategory/hg-9-8-6          : Casă și grădină > Electrocasnice > Electrocasnice pentru rufe > Mașini de spălat
gid://shopify/TaxonomyCategory/hg-9-9            : Casă și grădină > Electrocasnice > Aparate de curățat cu ultrasunete
gid://shopify/TaxonomyCategory/hg-9-10           : Casă și grădină > Electrocasnice > Aspiratoare
gid://shopify/TaxonomyCategory/hg-9-10-1         : Casă și grădină > Electrocasnice > Aspiratoare > Aspiratoare cu rezervor
gid://shopify/TaxonomyCategory/hg-9-10-2         : Casă și grădină > Electrocasnice > Aspiratoare > Aspiratoare verticale
gid://shopify/TaxonomyCategory/hg-9-11           : Casă și grădină > Electrocasnice > Aparate de curățat tapetul cu aburi
gid://shopify/TaxonomyCategory/hg-9-12           : Casă și grădină > Electrocasnice > Încălzitoare de apă
gid://shopify/TaxonomyCategory/hg-10             : Casă și grădină > Produse de uz casnic
gid://shopify/TaxonomyCategory/hg-10-1           : Casă și grădină > Produse de uz casnic > Inserții pentru sertare și rafturi
gid://shopify/TaxonomyCategory/hg-10-2           : Casă și grădină > Produse de uz casnic > Pelicule pentru podea și traverse de protecție
gid://shopify/TaxonomyCategory/hg-10-2-1         : Casă și grădină > Produse de uz casnic > Pelicule pentru podea și traverse de protecție > Pelicule de protecție pentru podea
gid://shopify/TaxonomyCategory/hg-10-2-2         : Casă și grădină > Produse de uz casnic > Pelicule pentru podea și traverse de protecție > Traverse de protecție pentru podea
gid://shopify/TaxonomyCategory/hg-10-3           : Casă și grădină > Produse de uz casnic > Inserții pentru mobilier pentru protecția pardoselii
gid://shopify/TaxonomyCategory/hg-10-4           : Casă și grădină > Produse de uz casnic > Covorașe pentru garaj
gid://shopify/TaxonomyCategory/hg-10-5           : Casă și grădină > Produse de uz casnic > Saci de gunoi
gid://shopify/TaxonomyCategory/hg-10-6           : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă
gid://shopify/TaxonomyCategory/hg-10-6-1         : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Cozi de mătură și mop
gid://shopify/TaxonomyCategory/hg-10-6-2         : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Capete de mătură
gid://shopify/TaxonomyCategory/hg-10-6-3         : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Mături
gid://shopify/TaxonomyCategory/hg-10-6-4         : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Găleți
gid://shopify/TaxonomyCategory/hg-10-6-5         : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Aparate pentru măturat covoare
gid://shopify/TaxonomyCategory/hg-10-6-6         : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Mănuși de curățenie
gid://shopify/TaxonomyCategory/hg-10-6-7         : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Rezerve pentru pămătuf pentru praf
gid://shopify/TaxonomyCategory/hg-10-6-8         : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Pămătufuri pentru praf
gid://shopify/TaxonomyCategory/hg-10-6-9         : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Fărașe
gid://shopify/TaxonomyCategory/hg-10-6-10        : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Protecții pentru țesături și tapițerie
gid://shopify/TaxonomyCategory/hg-10-6-11        : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă
gid://shopify/TaxonomyCategory/hg-10-6-11-1      : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat universale
gid://shopify/TaxonomyCategory/hg-10-6-11-2      : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat covoare
gid://shopify/TaxonomyCategory/hg-10-6-11-3      : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de îndepărtare a depunerilor de calcar
gid://shopify/TaxonomyCategory/hg-10-6-11-4      : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Detergent și săpun pentru vase
gid://shopify/TaxonomyCategory/hg-10-6-11-5      : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățare pentru mașina de spălat vase
gid://shopify/TaxonomyCategory/hg-10-6-11-5-1    : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățare pentru mașina de spălat vase > Produse pentru îndepărtarea detergentului
gid://shopify/TaxonomyCategory/hg-10-6-11-5-2    : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățare pentru mașina de spălat vase > Degresanți
gid://shopify/TaxonomyCategory/hg-10-6-11-5-3    : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățare pentru mașina de spălat vase > Produse pentru îndepărtarea depunerilor de calcar
gid://shopify/TaxonomyCategory/hg-10-6-11-6      : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse pentru curățat țesăturile și tapițeria
gid://shopify/TaxonomyCategory/hg-10-6-11-7      : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse pentru curățarea pardoselilor
gid://shopify/TaxonomyCategory/hg-10-6-11-8      : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat și lustruit mobila
gid://shopify/TaxonomyCategory/hg-10-6-11-9      : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat pentru sticlă și suprafețe
gid://shopify/TaxonomyCategory/hg-10-6-11-9-1    : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat pentru sticlă și suprafețe > Produse de curățat pentru sticlă
gid://shopify/TaxonomyCategory/hg-10-6-11-9-2    : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat pentru sticlă și suprafețe > Produse de curățat pentru suprafețe multiple
gid://shopify/TaxonomyCategory/hg-10-6-11-10     : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Dezinfectanți de uz casnic
gid://shopify/TaxonomyCategory/hg-10-6-11-11     : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat pentru cuptoare și grătare
gid://shopify/TaxonomyCategory/hg-10-6-11-12     : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Soluții pentru îndepărtarea mirosurilor și petelor cauzate de animale de companie
gid://shopify/TaxonomyCategory/hg-10-6-11-13     : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de clătire
gid://shopify/TaxonomyCategory/hg-10-6-11-14     : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat și lustruit oțel inoxidabil
gid://shopify/TaxonomyCategory/hg-10-6-11-14-1   : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat și lustruit oțel inoxidabil > Lavete pentru întreținere
gid://shopify/TaxonomyCategory/hg-10-6-11-14-2   : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat și lustruit oțel inoxidabil > Ulei pentru întreținere
gid://shopify/TaxonomyCategory/hg-10-6-11-15     : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat pentru vase de toaletă
gid://shopify/TaxonomyCategory/hg-10-6-11-16     : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat căzi de baie și gresie
gid://shopify/TaxonomyCategory/hg-10-6-11-16-1   : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat căzi de baie și gresie > Produse de curățat gresie
gid://shopify/TaxonomyCategory/hg-10-6-11-16-2   : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat căzi de baie și gresie > Produse de curățat căzi de baie
gid://shopify/TaxonomyCategory/hg-10-6-11-17     : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Produse de curățenie pentru casă > Produse de curățat pentru mașina de spălat
gid://shopify/TaxonomyCategory/hg-10-6-12        : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Capete de mop și rezerve
gid://shopify/TaxonomyCategory/hg-10-6-13        : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Mopuri
gid://shopify/TaxonomyCategory/hg-10-6-14        : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Capete de perie pentru curățenie și rezerve
gid://shopify/TaxonomyCategory/hg-10-6-15        : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Perii pentru curățenie
gid://shopify/TaxonomyCategory/hg-10-6-16        : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Prosoape și lavete de curățenie de uz general
gid://shopify/TaxonomyCategory/hg-10-6-17        : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Bureți și tampoane de curățat
gid://shopify/TaxonomyCategory/hg-10-6-18        : Casă și grădină > Produse de uz casnic > Produse de curățare pentru casă > Raclete
gid://shopify/TaxonomyCategory/hg-10-7           : Casă și grădină > Produse de uz casnic > Produse de uz casnic din hârtie
gid://shopify/TaxonomyCategory/hg-10-7-1         : Casă și grădină > Produse de uz casnic > Produse de uz casnic din hârtie > Șervețele
gid://shopify/TaxonomyCategory/hg-10-7-2         : Casă și grădină > Produse de uz casnic > Produse de uz casnic din hârtie > Șervețele de hârtie
gid://shopify/TaxonomyCategory/hg-10-7-3         : Casă și grădină > Produse de uz casnic > Produse de uz casnic din hârtie > Prosoape de hârtie
gid://shopify/TaxonomyCategory/hg-10-7-4         : Casă și grădină > Produse de uz casnic > Produse de uz casnic din hârtie > Hârtie igienică
gid://shopify/TaxonomyCategory/hg-10-8           : Casă și grădină > Produse de uz casnic > Termometre de uz casnic
gid://shopify/TaxonomyCategory/hg-10-9           : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe
gid://shopify/TaxonomyCategory/hg-10-9-1         : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Înălbitor
gid://shopify/TaxonomyCategory/hg-10-9-2         : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Cârlige de rufe
gid://shopify/TaxonomyCategory/hg-10-9-3         : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Seturi pentru curățare chimică
gid://shopify/TaxonomyCategory/hg-10-9-4         : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Uscătoare de rufe și umerașe pentru uscare
gid://shopify/TaxonomyCategory/hg-10-9-4-1       : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Uscătoare de rufe și umerașe pentru uscare > Umerașe pentru uscare
gid://shopify/TaxonomyCategory/hg-10-9-4-2       : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Uscătoare de rufe și umerașe pentru uscare > Uscătoare de rufe
gid://shopify/TaxonomyCategory/hg-10-9-5         : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Produse de reîmprospătare pentru țesături
gid://shopify/TaxonomyCategory/hg-10-9-6         : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Aparate de îndepărtat scame
gid://shopify/TaxonomyCategory/hg-10-9-7         : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Balsamuri de rufe și șervețele pentru uscătorul de rufe
gid://shopify/TaxonomyCategory/hg-10-9-7-1       : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Balsamuri de rufe și șervețele pentru uscătorul de rufe > Șervețele pentru uscătorul de rufe
gid://shopify/TaxonomyCategory/hg-10-9-7-2       : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Balsamuri de rufe și șervețele pentru uscătorul de rufe > Balsamuri de rufe
gid://shopify/TaxonomyCategory/hg-10-9-8         : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Soluții pentru îndepărtarea petelor
gid://shopify/TaxonomyCategory/hg-10-9-9         : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Apret pentru rufe
gid://shopify/TaxonomyCategory/hg-10-9-10        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Inserții pentru axile
gid://shopify/TaxonomyCategory/hg-10-9-11        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Suporturi pentru fiare de călcat
gid://shopify/TaxonomyCategory/hg-10-9-12        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Inserții și huse pentru masa de călcat
gid://shopify/TaxonomyCategory/hg-10-9-12-1      : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Inserții și huse pentru masa de călcat > Huse pentru masa de călcat
gid://shopify/TaxonomyCategory/hg-10-9-12-2      : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Inserții și huse pentru masa de călcat > Inserții pentru masa de călcat
gid://shopify/TaxonomyCategory/hg-10-9-13        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Piese de schimb pentru masa de călcat
gid://shopify/TaxonomyCategory/hg-10-9-13-2      : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Piese de schimb pentru masa de călcat > Picioare pentru masa de călcat
gid://shopify/TaxonomyCategory/hg-10-9-14        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Mese de călcat
gid://shopify/TaxonomyCategory/hg-10-9-15        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Mingi pentru uscător
gid://shopify/TaxonomyCategory/hg-10-9-16        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Coșuri de rufe
gid://shopify/TaxonomyCategory/hg-10-9-17        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Detergent de rufe
gid://shopify/TaxonomyCategory/hg-10-9-18        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Săculeți pentru rufe și cadre
gid://shopify/TaxonomyCategory/hg-10-9-19        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Role pentru scame
gid://shopify/TaxonomyCategory/hg-10-9-20        : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Aparate pentru îndepărtarea cutelor și sprayuri antistatice
gid://shopify/TaxonomyCategory/hg-10-9-20-1      : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Aparate pentru îndepărtarea cutelor și sprayuri antistatice > Sprayuri antistatice
gid://shopify/TaxonomyCategory/hg-10-9-20-2      : Casă și grădină > Produse de uz casnic > Produse pentru spălat rufe > Aparate pentru îndepărtarea cutelor și sprayuri antistatice > Aparate pentru îndepărtarea cutelor
gid://shopify/TaxonomyCategory/hg-10-10          : Casă și grădină > Produse de uz casnic > Absorbante de umiditate
gid://shopify/TaxonomyCategory/hg-10-11          : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor
gid://shopify/TaxonomyCategory/hg-10-11-1        : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Pliciuri pentru muște
gid://shopify/TaxonomyCategory/hg-10-11-2        : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Capcane pentru combaterea dăunătorilor
gid://shopify/TaxonomyCategory/hg-10-11-2-1      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Capcane pentru combaterea dăunătorilor > Capcane electrice
gid://shopify/TaxonomyCategory/hg-10-11-2-2      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Capcane pentru combaterea dăunătorilor > Capcane cu lipici
gid://shopify/TaxonomyCategory/hg-10-11-2-3      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Capcane pentru combaterea dăunătorilor > Capcane umane
gid://shopify/TaxonomyCategory/hg-10-11-2-4      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Capcane pentru combaterea dăunătorilor > Capcane cu piston
gid://shopify/TaxonomyCategory/hg-10-11-2-5      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Capcane pentru combaterea dăunătorilor > Capcane cu foarfece
gid://shopify/TaxonomyCategory/hg-10-11-2-6      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Capcane pentru combaterea dăunătorilor > Capcane cu resort
gid://shopify/TaxonomyCategory/hg-10-11-3        : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Pesticide
gid://shopify/TaxonomyCategory/hg-10-11-3-1      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Pesticide > Fungicide
gid://shopify/TaxonomyCategory/hg-10-11-3-2      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Pesticide > Insecticide de grădină
gid://shopify/TaxonomyCategory/hg-10-11-3-3      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Pesticide > Acaricide
gid://shopify/TaxonomyCategory/hg-10-11-3-4      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Pesticide > Moluscicide
gid://shopify/TaxonomyCategory/hg-10-11-3-5      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Pesticide > Sepiolit
gid://shopify/TaxonomyCategory/hg-10-11-4        : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Repelente
gid://shopify/TaxonomyCategory/hg-10-11-4-1      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Repelente > Repelente pentru animale și animale de companie
gid://shopify/TaxonomyCategory/hg-10-11-4-2      : Casă și grădină > Produse de uz casnic > Combaterea dăunătorilor > Repelente > Repelente de uz casnic pentru insecte
gid://shopify/TaxonomyCategory/hg-10-12          : Casă și grădină > Produse de uz casnic > Huse pentru covoare
gid://shopify/TaxonomyCategory/hg-10-13          : Casă și grădină > Produse de uz casnic > Covorașe pentru mochetă
gid://shopify/TaxonomyCategory/hg-10-14          : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei
gid://shopify/TaxonomyCategory/hg-10-14-1        : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Cârlig pentru cizme
gid://shopify/TaxonomyCategory/hg-10-14-2        : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Huse pentru pantofi
gid://shopify/TaxonomyCategory/hg-10-14-3        : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Perii pentru pantofi
gid://shopify/TaxonomyCategory/hg-10-14-4        : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Seturi pentru îngrijirea încălțămintei
gid://shopify/TaxonomyCategory/hg-10-14-5        : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Uscătoare de pantofi
gid://shopify/TaxonomyCategory/hg-10-14-6        : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Încălțătoare și accesorii pentru încălțat
gid://shopify/TaxonomyCategory/hg-10-14-6-1      : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Încălțătoare și accesorii pentru încălțat > Accesorii pentru încălțat
gid://shopify/TaxonomyCategory/hg-10-14-6-2      : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Încălțătoare și accesorii pentru încălțat > Încălțătoare
gid://shopify/TaxonomyCategory/hg-10-14-7        : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Produse pentru lustruit pantofi
gid://shopify/TaxonomyCategory/hg-10-14-8        : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Cremă și ceară de pantofi
gid://shopify/TaxonomyCategory/hg-10-14-8-1      : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Cremă și ceară de pantofi > Cremă de pantofi
gid://shopify/TaxonomyCategory/hg-10-14-8-2      : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Cremă și ceară de pantofi > Ceară de pantofi
gid://shopify/TaxonomyCategory/hg-10-14-9        : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Raclete pentru încălțăminte
gid://shopify/TaxonomyCategory/hg-10-14-10       : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Tratamente și coloranți pentru încălțăminte
gid://shopify/TaxonomyCategory/hg-10-14-10-1     : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Tratamente și coloranți pentru încălțăminte > Coloranți pentru încălțăminte
gid://shopify/TaxonomyCategory/hg-10-14-10-2     : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Tratamente și coloranți pentru încălțăminte > Tratamente pentru încălțăminte
gid://shopify/TaxonomyCategory/hg-10-14-11       : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Șanuri și calapoade
gid://shopify/TaxonomyCategory/hg-10-14-11-1     : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Șanuri și calapoade > Calapoade
gid://shopify/TaxonomyCategory/hg-10-14-11-2     : Casă și grădină > Produse de uz casnic > Produse și instrumente pentru îngrijirea încălțămintei > Șanuri și calapoade > Șanuri
gid://shopify/TaxonomyCategory/hg-10-15          : Casă și grădină > Produse de uz casnic > Trepte de scară
gid://shopify/TaxonomyCategory/hg-10-16          : Casă și grădină > Produse de uz casnic > Depozitare și organizare
gid://shopify/TaxonomyCategory/hg-10-16-1        : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing
gid://shopify/TaxonomyCategory/hg-10-16-1-1      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing > Suporturi pentru încărcare
gid://shopify/TaxonomyCategory/hg-10-16-1-2      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing > Organizatoare pentru dressinguri și suporturi pentru haine
gid://shopify/TaxonomyCategory/hg-10-16-1-2-1    : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing > Organizatoare pentru dressinguri și suporturi pentru haine > Organizatoare pentru dressinguri
gid://shopify/TaxonomyCategory/hg-10-16-1-2-2    : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing > Organizatoare pentru dressinguri și suporturi pentru haine > Suporturi pentru umerașe
gid://shopify/TaxonomyCategory/hg-10-16-1-3      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing > Suporturi pentru haine
gid://shopify/TaxonomyCategory/hg-10-16-1-4      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing > Umerașe
gid://shopify/TaxonomyCategory/hg-10-16-1-5      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing > Cutii pentru pălării
gid://shopify/TaxonomyCategory/hg-10-16-1-6      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing > Suporturi și organizatoare pentru încălțăminte
gid://shopify/TaxonomyCategory/hg-10-16-1-6-1    : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing > Suporturi și organizatoare pentru încălțăminte > Organizatoare pentru încălțăminte
gid://shopify/TaxonomyCategory/hg-10-16-1-6-2    : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitare haine și depozitare pentru dressing > Suporturi și organizatoare pentru încălțăminte > Suporturi pentru încălțăminte
gid://shopify/TaxonomyCategory/hg-10-16-2        : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Cufere pentru veselă
gid://shopify/TaxonomyCategory/hg-10-16-3        : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Inserții pentru organizarea sertarelor
gid://shopify/TaxonomyCategory/hg-10-16-4        : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Pungi de depozitare de uz casnic
gid://shopify/TaxonomyCategory/hg-10-16-5        : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Cutii de depozitare de uz casnic
gid://shopify/TaxonomyCategory/hg-10-16-6        : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Recipiente de depozitarea de uz casnic
gid://shopify/TaxonomyCategory/hg-10-16-7        : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Sertare de depozitare de uz casnic
gid://shopify/TaxonomyCategory/hg-10-16-8        : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitarea fotografiilor
gid://shopify/TaxonomyCategory/hg-10-16-8-1      : Casă și grădină > Produse de uz casnic > Depozitare și organizare > Depozitarea fotografiilor > Albume foto
